arquivo_origem;data_extracao;numero_ata;uasg_gerenciadora;numero_item;codigo_pdm;descricao_item;fornecedor_cnpj;fornecedor_nome;codigo_unidade;nome_unidade;tipo_unidade;sigla_unidade;aceita_adesao;quantidade_registrada;saldo_adesoes;saldo_remanejamento_empenho;qtd_limite_adesao;qtd_limite_informado_compra;quantidade_empenhada;data_inclusao;data_atualizacao;data_exclusao
atas_unidades_RT_00080_2025_00080_p1.json;2026-02-20 11:44:48;00080/2025;158132;00080;09608;MESA ÁUDIO / VÍDEO - SWITCHER DE VÍDEO, QUANTIDADE CANAIS 12 UN, TIPO ENTRADA ENTRADAS BALANCEADAS- XLR E DE LINHA P-10, EQUALIZAÇÃO GRÁFICO DE 5 BANDAS + 48V PHANTOM POWER, TENSÃO ALIMENTAÇÃO 110/220 V, CARACTERÍSTICAS ADICIONAIS PROCESSADOR DE EFEITOS COM TELA DE LCD, ACESSÓRIOS ENTRADA USB COM DISPLAY DIGITAL, SAÍDA ESTÉREO,;51188920000116;MS CONSTRUCAO CIVIL E REPAROS NAVAIS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;1,00;0,00;1,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00080_2025_00080_p1.json;2026-02-20 11:44:48;00080/2025;158132;00080;09608;MESA ÁUDIO / VÍDEO - SWITCHER DE VÍDEO, QUANTIDADE CANAIS 12 UN, TIPO ENTRADA ENTRADAS BALANCEADAS- XLR E DE LINHA P-10, EQUALIZAÇÃO GRÁFICO DE 5 BANDAS + 48V PHANTOM POWER, TENSÃO ALIMENTAÇÃO 110/220 V, CARACTERÍSTICAS ADICIONAIS PROCESSADOR DE EFEITOS COM TELA DE LCD, ACESSÓRIOS ENTRADA USB COM DISPLAY DIGITAL, SAÍDA ESTÉREO,;51188920000116;MS CONSTRUCAO CIVIL E REPAROS NAVAIS LTDA;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;NA;Não;1,00;0,00;1,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00080_2025_00080_p1.json;2026-02-20 11:44:48;00080/2025;158132;00080;09608;MESA ÁUDIO / VÍDEO - SWITCHER DE VÍDEO, QUANTIDADE CANAIS 12 UN, TIPO ENTRADA ENTRADAS BALANCEADAS- XLR E DE LINHA P-10, EQUALIZAÇÃO GRÁFICO DE 5 BANDAS + 48V PHANTOM POWER, TENSÃO ALIMENTAÇÃO 110/220 V, CARACTERÍSTICAS ADICIONAIS PROCESSADOR DE EFEITOS COM TELA DE LCD, ACESSÓRIOS ENTRADA USB COM DISPLAY DIGITAL, SAÍDA ESTÉREO,;51188920000116;MS CONSTRUCAO CIVIL E REPAROS NAVAIS LTDA;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;TL;Não;1,00;0,00;1,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;DR;Sim;1,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;NV;Sim;1,00;20,00;0,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;JD;Sim;1,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Sim;2,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;AQ;Sim;1,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;CG;Sim;1,00;20,00;0,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Sim;1,00;20,00;0,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Sim;1,00;20,00;0,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;NA;Sim;1,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;PP;Sim;1,00;20,00;1,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2024_00002_p1.json;2026-02-20 11:51:58;00081/2024;158132;00002;14411;VEÍCULO VAN, TIPO MOTOR DIESEL, TIPO DIREÇÃO HIDRÁULICA, CILINDRADA 2.80 CM3, CAPACIDADE PASSAGEIRO 16, TIPO REFRIGERAÇÃO AR CONDICIONADO, CARACTERÍSTICAS ADICIONAIS MINIBUS, BANCOS RECLINÁVEIS EXECUTIVOS, RETROVISO R, COR BRANCA;35457127000119;MABELE VEICULOS ESPECIAIS LTDA;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;TL;Sim;1,00;20,00;0,00;24,00;24,00;;25/10/2024;19/12/2025;
atas_unidades_RT_00081_2025_00044_p1.json;2026-02-20 11:44:49;00081/2025;158132;00044;15806;REFLETOR, QUANTIDADE LÂMPADAS 18 UN, TIPO LED ULTRABRILHO, APLICAÇÃO ILUMINAÇÃO CÊNICA, TIPO LÂMPADA LED, POTÊNCIA LÂMPADA 10 W, TENSÃO ALIMENTAÇÃO BIVOLT, CARACTERÍSTICAS ADICIONAIS CANHÃO BLINDADO, RGBW;11175931000147;MASTERFER COMERCIO DE FERRAGENS LTDA;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;NV;Não;4,00;0,00;3,00;0,00;0,00;;01/09/2025;24/10/2025;
atas_unidades_RT_00081_2025_00044_p1.json;2026-02-20 11:44:49;00081/2025;158132;00044;15806;REFLETOR, QUANTIDADE LÂMPADAS 18 UN, TIPO LED ULTRABRILHO, APLICAÇÃO ILUMINAÇÃO CÊNICA, TIPO LÂMPADA LED, POTÊNCIA LÂMPADA 10 W, TENSÃO ALIMENTAÇÃO BIVOLT, CARACTERÍSTICAS ADICIONAIS CANHÃO BLINDADO, RGBW;11175931000147;MASTERFER COMERCIO DE FERRAGENS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00081_2025_00044_p1.json;2026-02-20 11:44:49;00081/2025;158132;00044;15806;REFLETOR, QUANTIDADE LÂMPADAS 18 UN, TIPO LED ULTRABRILHO, APLICAÇÃO ILUMINAÇÃO CÊNICA, TIPO LÂMPADA LED, POTÊNCIA LÂMPADA 10 W, TENSÃO ALIMENTAÇÃO BIVOLT, CARACTERÍSTICAS ADICIONAIS CANHÃO BLINDADO, RGBW;11175931000147;MASTERFER COMERCIO DE FERRAGENS LTDA;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;AQ;Não;5,00;0,00;5,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00081_2025_00044_p1.json;2026-02-20 11:44:49;00081/2025;158132;00044;15806;REFLETOR, QUANTIDADE LÂMPADAS 18 UN, TIPO LED ULTRABRILHO, APLICAÇÃO ILUMINAÇÃO CÊNICA, TIPO LÂMPADA LED, POTÊNCIA LÂMPADA 10 W, TENSÃO ALIMENTAÇÃO BIVOLT, CARACTERÍSTICAS ADICIONAIS CANHÃO BLINDADO, RGBW;11175931000147;MASTERFER COMERCIO DE FERRAGENS LTDA;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;NA;Não;5,00;0,00;0,00;0,00;0,00;;01/09/2025;26/12/2025;
atas_unidades_RT_00081_2025_00044_p1.json;2026-02-20 11:44:49;00081/2025;158132;00044;15806;REFLETOR, QUANTIDADE LÂMPADAS 18 UN, TIPO LED ULTRABRILHO, APLICAÇÃO ILUMINAÇÃO CÊNICA, TIPO LÂMPADA LED, POTÊNCIA LÂMPADA 10 W, TENSÃO ALIMENTAÇÃO BIVOLT, CARACTERÍSTICAS ADICIONAIS CANHÃO BLINDADO, RGBW;11175931000147;MASTERFER COMERCIO DE FERRAGENS LTDA;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;PP;Não;4,00;0,00;4,00;0,00;0,00;;01/09/2025;01/09/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;DR;Sim;20,00;532,00;0,00;532,00;532,00;;17/12/2024;19/02/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;NV;Sim;6,00;532,00;0,00;532,00;532,00;;17/12/2024;23/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;JD;Sim;40,00;532,00;0,00;532,00;532,00;;17/12/2024;18/12/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Sim;0,00;532,00;0,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;AQ;Sim;40,00;532,00;40,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;CG;Sim;40,00;532,00;30,00;532,00;532,00;;17/12/2024;18/03/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Sim;20,00;532,00;20,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Sim;40,00;532,00;40,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;NA;Sim;20,00;532,00;20,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;PP;Sim;20,00;532,00;20,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00001_p1.json;2026-02-20 11:38:01;00082/2024;158132;00001;14832;BOLA VOLEIBOL, MATERIAL MICROFIBRA, PESO CHEIA 260 A 280 G, CIRCUNFERÊNCIA 65 A 67 CM, TIPO USO ADULTO(FIVB), PRESSÃO 03- 04 LB, APLICAÇÃO VOLEI DE QUADRA, COR BRANCA;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;TL;Sim;20,00;532,00;20,00;532,00;532,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;DR;Sim;2,00;32,00;0,00;32,00;32,00;;17/12/2024;26/12/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;JD;Sim;2,00;32,00;0,00;32,00;32,00;;17/12/2024;18/12/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Sim;0,00;32,00;0,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;AQ;Sim;2,00;32,00;2,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158449;INST. FED. DO MS/CAMPUS CAMPO GRANDE;PARTICIPANTE;CG;Sim;1,00;32,00;1,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Sim;2,00;32,00;2,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Sim;1,00;32,00;1,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158452;INST. FED. DO MS/CAMPUS NOVA ANDRADINA;PARTICIPANTE;NA;Sim;2,00;32,00;2,00;32,00;32,00;;17/12/2024;08/01/2025;
atas_unidades_RT_00082_2024_00002_p1.json;2026-02-20 11:38:00;00082/2024;158132;00002;03696;BOLSA, MATERIAL CORDURA, TIPO 4 BOLSOS COM ALÇAS PARA MÃOS E OMBRO, COMPRIMENTO 50 CM, LARGURA 25 CM, ALTURA 35 CM, CARACTERÍSTICAS ADICIONAIS DIVISÓRIAS TIPO COLMEIA/POCHETE FIXADA COM VELCRO, APLICAÇÃO GUARDA DE MATERIAL DE PRIMEIROS-SOCORROS;19448062000199;SR REPRESENTACOES E COMERCIO DE MATERIAIS ESPORTIVOS LTDA;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;PP;Sim;2,00;32,00;2,00;32,00;32,00;;17/12/2024;08/01/2025;
